$SPEC_ID:
No sample description was entered.
$SPEC_REM:
DET# 1
DETDESC# PHY-0040-01 Easy-MCA-8k SN 21098639
AP# Maestro Version 7.01
$DATE_MEA:
02/02/2023 15:27:28
$MEAS_TIM:
61 61
$DATA:
0 4095
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       1
       0
       1
       2
       2
       2
       1
       0
       0
       1
       2
       0
       2
       3
      18
      31
      24
      25
      38
      28
      28
      29
      39
      46
      24
      32
      30
      30
      38
      23
      34
      31
      25
      29
      30
      32
      30
      26
      28
      42
      37
      27
      40
      35
      36
      33
      30
      39
      28
      47
      46
      35
      50
      40
      50
      47
      80
      72
      90
      83
      94
     109
     122
     130
     117
     188
     161
     193
     228
     232
     223
     291
     301
     299
     301
     291
     293
     274
     287
     286
     266
     251
     281
     223
     223
     209
     196
     195
     152
     142
     131
     122
     124
      97
      81
      77
      65
      64
      61
      71
      52
      51
      55
      53
      44
      34
      37
      48
      39
      32
      31
      35
      47
      38
      32
      40
      59
      48
      37
      31
      39
      48
      44
      25
      37
      32
      44
      24
      46
      29
      29
      40
      41
      53
      35
      44
      34
      34
      44
      36
      35
      41
      43
      39
      50
      49
      42
      40
      52
      39
      47
      36
      44
      47
      41
      43
      49
      53
      30
      54
      56
      45
      48
      41
      41
      54
      43
      42
      53
      43
      43
      36
      34
      41
      44
      39
      46
      44
      35
      44
      48
      48
      47
      35
      35
      53
      39
      42
      34
      45
      47
      45
      48
      34
      38
      49
      46
      40
      50
      39
      37
      53
      44
      42
      43
      49
      47
      43
      49
      41
      41
      43
      43
      40
      39
      45
      38
      40
      39
      40
      31
      54
      44
      44
      46
      46
      35
      50
      41
      39
      40
      48
      51
      54
      33
      45
      38
      55
      52
      46
      41
      37
      36
      42
      39
      41
      39
      40
      41
      47
      45
      46
      60
      44
      35
      44
      48
      40
      45
      47
      34
      46
      38
      40
      44
      52
      49
      54
      42
      44
      46
      51
      36
